Location_Dartmoor,Location_Moree,Location_WaggaWagga,Temp_diff,Humidity3pm,Location_Darwin,WindDir9am_ENE,RainTomorrow
False,False,False,12.600000000000001,21.0,False,False,0
False,False,False,5.500000000000002,35.0,False,False,0
False,False,False,4.600000000000001,61.0,False,False,0
False,False,False,2.5,58.0,False,False,0
False,False,False,1.0,50.0,False,True,0
False,False,False,4.300000000000001,41.0,False,False,0
False,False,False,2.8000000000000007,57.0,False,False,1
False,False,False,9.900000000000002,42.0,False,False,0
False,False,False,3.1999999999999993,61.0,True,False,0
False,False,False,10.1,51.0,False,False,0
False,False,False,4.099999999999998,52.0,False,False,0
False,False,False,8.399999999999999,28.0,False,False,0
False,False,False,5.4,58.0,False,False,0
False,False,True,13.600000000000001,20.0,False,False,0
False,False,False,6.600000000000001,11.0,False,False,0
False,False,False,10.400000000000002,12.0,False,True,0
False,False,False,8.100000000000001,23.0,False,False,0
False,False,False,4.699999999999999,46.0,False,False,0
False,False,False,2.9000000000000004,91.0,False,False,0
False,False,False,5.899999999999999,46.0,False,False,1
False,False,True,11.5,17.0,False,False,0
False,False,False,10.7,33.0,False,True,0
False,False,False,6.699999999999999,14.0,False,True,0
False,False,False,2.4000000000000004,76.0,False,False,0
False,False,False,3.799999999999999,64.0,False,False,1
False,False,False,2.200000000000001,69.0,False,False,1
False,False,False,2.8000000000000007,53.0,False,False,0
False,False,False,0.1999999999999993,83.0,False,False,1
False,False,False,8.700000000000001,34.0,False,False,0
False,False,False,9.0,8.0,False,False,0
True,False,False,11.8,51.0,False,True,0
False,False,False,8.5,22.0,False,False,0
False,False,False,0.3000000000000007,54.0,False,False,1
False,False,False,7.800000000000001,34.0,False,False,0
False,False,False,7.600000000000001,24.0,False,False,0
False,False,False,3.0,57.0,False,False,0
False,False,False,4.400000000000002,51.0,False,False,1
False,False,False,2.8999999999999986,67.0,False,False,0
False,False,False,4.5,31.0,False,False,0
False,False,False,9.100000000000001,32.0,False,False,0
False,False,True,-8.399999999999999,77.0,False,False,1
True,False,False,7.600000000000001,49.0,False,False,0
False,False,False,0.7999999999999972,71.0,False,False,0
False,False,False,-3.5,82.0,False,False,1
False,False,False,1.6000000000000014,67.0,False,False,0
False,False,False,1.200000000000001,61.0,False,False,0
False,False,False,1.4000000000000021,37.0,False,False,0
False,False,False,6.600000000000001,30.0,False,False,0
False,False,False,6.899999999999999,37.0,False,False,0
False,False,False,2.3999999999999986,31.0,False,False,0
False,False,False,6.099999999999998,48.0,False,False,0
False,False,False,7.400000000000002,25.0,False,False,0
False,False,False,6.200000000000003,36.0,False,False,0
False,False,False,2.0999999999999996,94.0,False,False,0
False,False,False,7.700000000000001,46.0,False,False,1
False,False,False,3.6000000000000014,63.0,False,False,1
False,False,False,6.600000000000001,31.0,False,False,0
False,False,False,8.0,32.0,False,False,0
False,False,False,8.799999999999997,16.0,False,False,0
False,False,False,8.599999999999998,45.0,False,False,0
False,False,False,4.400000000000002,57.0,True,False,0
False,False,True,7.800000000000001,49.0,False,True,0
False,False,False,10.500000000000002,23.0,False,False,0
False,False,False,-1.4000000000000004,87.0,False,False,0
False,False,False,4.699999999999999,48.0,False,False,0
False,False,False,-2.200000000000003,86.0,False,False,1
False,False,False,9.3,43.0,False,False,1
False,False,False,8.8,26.0,False,False,0
False,False,False,3.1999999999999993,58.0,False,False,0
False,False,False,1.6000000000000014,76.0,False,False,0
False,False,False,4.499999999999998,55.0,False,False,0
False,False,False,5.800000000000001,30.0,False,True,0
False,False,False,0.1999999999999993,61.0,False,False,0
False,False,False,1.9999999999999982,63.0,False,False,0
False,False,False,10.299999999999997,12.0,False,False,0
False,False,False,4.6,75.0,False,False,0
False,False,False,4.000000000000002,32.0,False,False,0
False,False,False,0.6000000000000014,62.0,False,False,0
False,False,True,4.799999999999999,56.0,False,False,0
False,False,False,5.5,45.0,False,False,0
False,False,False,-0.20000000000000107,90.0,False,False,1
False,False,False,6.299999999999999,73.0,False,False,0
False,False,False,10.5,10.0,False,False,0
False,False,False,1.1000000000000014,67.0,False,False,1
False,False,False,0.5,76.0,False,False,0
False,False,False,2.3999999999999986,47.0,False,False,1
False,False,False,3.799999999999999,49.0,False,False,0
False,False,False,9.5,40.0,False,False,0
False,False,False,0.7000000000000011,71.0,False,False,1
False,False,False,10.2,53.0,False,False,0
False,False,False,7.600000000000001,26.0,False,False,0
False,False,False,4.800000000000001,36.0,True,False,0
False,False,False,7.300000000000001,30.0,False,False,0
False,False,False,4.699999999999999,34.0,False,False,0
False,False,False,1.3000000000000007,52.0,False,False,0
False,False,False,3.3999999999999986,45.0,False,False,0
False,False,False,3.4000000000000004,67.0,False,False,1
False,False,False,3.8000000000000007,46.0,False,False,0
False,False,False,1.7000000000000028,62.0,False,True,0
False,False,True,6.5,56.0,False,False,0
False,True,False,6.099999999999998,30.0,False,False,0
False,False,False,11.2,33.0,False,True,0
False,False,False,7.099999999999998,45.0,False,False,0
False,False,False,9.899999999999999,65.0,False,False,1
False,False,False,6.0,46.0,False,False,0
False,False,False,-1.0,58.0,False,False,0
False,False,False,7.100000000000001,23.0,False,True,0
False,False,False,5.0,71.0,False,False,1
False,False,False,1.6000000000000014,56.0,False,False,1
False,False,False,3.1999999999999993,52.0,False,False,0
False,False,False,8.299999999999999,48.0,False,False,0
True,False,False,3.9000000000000004,73.0,False,False,0
False,False,False,5.0,28.0,False,False,0
False,False,False,6.899999999999999,14.0,False,False,0
False,False,False,2.599999999999998,43.0,False,False,0
False,False,False,-6.0,81.0,False,False,1
False,False,False,2.0999999999999996,46.0,False,False,0
False,False,False,2.999999999999999,55.0,False,False,0
False,False,False,-0.10000000000000142,77.0,False,False,0
False,False,False,4.600000000000001,73.0,True,False,1
False,False,False,9.600000000000001,21.0,False,False,0
False,False,False,1.4000000000000004,69.0,False,False,1
False,False,False,10.599999999999998,29.0,False,False,0
False,False,False,4.699999999999999,66.0,False,False,1
False,False,False,-1.0999999999999979,99.0,False,False,1
False,False,False,1.4000000000000004,67.0,False,False,0
False,False,True,4.5,53.0,False,False,0
False,False,False,7.0,36.0,False,False,1
False,False,False,5.5,48.0,False,False,0
False,False,False,2.5,47.0,False,False,0
False,False,False,4.0,61.0,False,False,1
False,False,False,1.0,80.0,False,False,0
False,False,False,2.3999999999999986,71.0,False,False,0
False,False,False,2.6000000000000014,71.0,False,False,0
False,False,False,12.2,32.0,False,False,0
False,False,False,1.1999999999999993,50.0,False,False,0
False,False,False,9.0,50.0,False,False,0
False,False,False,5.1,55.0,False,False,0
False,False,False,5.5,33.0,False,False,0
False,False,False,0.10000000000000142,34.0,False,False,0
False,False,False,9.8,16.0,False,False,0
False,False,False,9.7,50.0,False,False,0
False,False,False,9.7,30.0,False,False,0
False,False,False,5.9,28.0,False,False,0
False,False,False,3.599999999999998,78.0,False,False,0
False,False,False,1.0,48.0,False,False,0
False,False,False,2.1999999999999993,53.0,True,False,0
False,False,False,7.699999999999999,32.0,False,False,0
False,False,False,9.799999999999997,31.0,False,False,0
False,False,False,1.6000000000000014,54.0,False,False,0
False,False,False,0.40000000000000036,92.0,False,False,1
False,False,False,-0.5,64.0,False,False,0
False,False,False,1.0,81.0,False,False,0
False,False,False,0.8999999999999986,70.0,False,False,0
False,False,False,7.300000000000001,32.0,False,False,0
False,False,False,-1.3000000000000007,57.0,False,False,0
False,False,False,12.5,17.0,False,False,0
False,False,False,2.0,53.0,False,True,0
False,False,False,7.100000000000001,27.0,False,False,0
False,False,False,2.1999999999999993,54.0,False,False,0
False,False,False,5.300000000000001,15.0,False,False,0
False,False,False,0.5,75.0,False,False,1
False,False,False,9.899999999999999,41.0,False,False,0
False,False,False,3.0999999999999996,42.0,False,False,0
False,False,False,4.399999999999999,40.0,False,False,0
False,False,False,5.800000000000001,39.0,False,False,0
False,False,False,4.6,78.0,False,False,0
False,False,False,2.099999999999998,55.0,False,False,0
False,False,False,1.5999999999999979,56.0,False,False,0
False,False,False,1.5,78.0,False,False,1
False,False,False,7.399999999999999,33.0,False,False,1
False,False,False,3.099999999999998,81.0,False,False,0
False,False,False,4.599999999999998,46.0,False,False,1
False,False,False,3.599999999999998,74.0,False,False,0
False,False,False,1.5,53.0,False,False,0
False,False,False,10.600000000000001,33.0,False,False,1
False,False,False,9.799999999999999,17.0,False,True,0
False,False,False,4.400000000000002,48.0,False,False,0
False,False,False,8.200000000000001,39.0,False,True,1
False,False,False,-1.7999999999999972,48.0,False,False,0
False,False,False,7.100000000000001,11.0,False,False,0
False,False,False,12.200000000000003,9.0,False,False,0
False,False,False,5.399999999999999,75.0,False,False,1
False,False,False,0.29999999999999893,64.0,False,False,0
False,False,False,4.200000000000003,29.0,False,True,0
False,False,False,2.700000000000001,46.0,False,False,0
False,False,False,2.799999999999999,72.0,False,False,0
False,False,False,2.6000000000000014,45.0,False,False,1
False,False,False,2.4000000000000004,60.0,False,False,0
False,False,False,-0.20000000000000284,67.0,False,False,0
False,False,False,9.5,12.0,False,False,0
False,False,False,2.3000000000000007,52.0,False,False,1
False,False,False,1.1000000000000014,61.0,False,False,0
False,False,False,3.5,64.0,False,True,0
False,False,False,12.8,21.0,False,False,0
False,False,False,7.4,35.0,False,False,0
False,False,False,1.5,54.0,False,False,0
False,False,False,4.399999999999999,61.0,False,False,0
False,False,False,3.5999999999999996,61.0,False,False,1
False,False,False,7.899999999999999,26.0,False,False,0
False,False,False,1.9000000000000021,71.0,False,False,1
False,False,False,5.5,63.0,False,False,0
False,False,False,7.800000000000001,55.0,False,False,0
False,False,False,10.600000000000001,39.0,False,False,1
False,False,False,2.4000000000000004,72.0,False,False,1
False,False,False,2.6999999999999993,55.0,False,False,0
False,False,False,8.7,45.0,False,False,0
True,False,False,1.5999999999999996,77.0,False,False,0
False,False,False,1.5999999999999996,62.0,False,False,0
False,False,False,5.0,34.0,False,True,0
False,False,False,1.0,46.0,False,False,0
False,False,False,0.3999999999999986,71.0,False,False,0
False,False,False,2.8000000000000007,49.0,False,False,0
False,False,False,3.3999999999999986,65.0,False,False,0
False,False,False,0.1999999999999993,73.0,False,False,0
False,False,False,7.200000000000001,39.0,False,False,0
False,False,False,5.299999999999999,50.0,False,False,0
False,False,False,3.5,50.0,False,False,0
False,False,False,1.6000000000000014,54.0,False,False,0
False,False,False,8.600000000000001,32.0,False,False,0
False,False,False,1.6999999999999993,75.0,False,False,0
False,False,False,3.200000000000001,59.0,False,False,1
False,False,False,12.100000000000001,43.0,False,False,0
False,False,False,8.2,21.0,False,True,0
False,False,False,3.5,64.0,False,False,0
False,False,False,1.8999999999999986,61.0,False,False,0
False,False,False,2.599999999999998,51.0,False,False,0
False,False,False,0.0,89.0,False,False,1
False,False,False,1.1999999999999993,70.0,False,False,0
False,False,False,4.5,59.0,False,False,0
False,False,False,6.100000000000001,55.0,False,False,1
False,False,False,5.400000000000002,23.0,False,False,0
False,False,False,7.699999999999999,14.0,False,False,1
False,False,False,2.8999999999999986,36.0,False,False,0
False,False,False,2.8000000000000007,72.0,False,False,0
False,False,False,13.100000000000001,33.0,False,False,0
False,False,False,10.299999999999999,23.0,False,False,0
False,False,False,4.699999999999999,65.0,False,False,1
False,False,False,5.399999999999999,39.0,True,True,0
False,False,False,1.0,73.0,False,False,0
False,False,True,3.299999999999997,40.0,False,False,0
False,False,False,7.699999999999999,61.0,False,False,0
False,False,False,10.599999999999998,21.0,False,False,0
False,False,False,-0.6000000000000014,66.0,False,False,0
False,False,False,10.2,67.0,False,False,0
False,False,False,4.500000000000002,57.0,False,False,0
False,False,False,7.599999999999998,18.0,False,False,0
False,False,False,8.2,40.0,False,False,0
False,False,False,-5.700000000000003,74.0,False,False,0
False,False,False,2.6999999999999993,39.0,False,False,0
False,False,False,6.600000000000001,68.0,False,False,0
False,False,False,7.900000000000002,39.0,False,False,0
False,False,False,8.2,19.0,False,False,0
False,False,False,0.8000000000000007,60.0,False,False,0
False,False,False,2.8000000000000007,62.0,False,False,1
False,False,False,5.3999999999999995,70.0,False,False,1
False,False,False,3.8999999999999986,52.0,False,False,0
False,False,False,-5.300000000000001,91.0,False,False,1
False,False,False,13.5,9.0,False,False,0
False,False,False,5.5,53.0,False,False,0
False,False,False,2.799999999999999,45.0,False,False,0
False,False,False,9.7,28.0,False,False,1
False,False,False,5.599999999999998,63.0,False,False,0
False,False,False,4.499999999999998,55.0,False,False,0
False,False,False,0.5999999999999979,75.0,False,False,1
False,False,False,0.5999999999999979,74.0,False,False,0
False,False,False,6.600000000000001,20.0,True,False,0
False,False,False,4.599999999999994,13.0,False,True,0
False,False,False,6.499999999999998,42.0,False,False,0
False,False,False,3.5,40.0,False,False,0
False,False,False,4.0,53.0,False,False,0
False,False,False,3.0,66.0,False,False,1
False,False,False,4.5,33.0,True,False,0
False,False,False,3.5,56.0,False,False,0
False,False,False,14.100000000000001,19.0,False,False,0
False,False,False,4.699999999999999,57.0,False,True,0
False,False,False,2.0,96.0,False,False,1
False,False,False,9.399999999999999,66.0,False,False,1
False,False,False,3.3000000000000007,50.0,False,False,0
False,False,False,-1.1999999999999993,68.0,False,False,0
False,False,False,3.900000000000002,50.0,False,False,0
False,False,False,3.3999999999999986,71.0,False,False,1
False,False,False,2.3999999999999986,73.0,False,False,1
False,False,False,6.699999999999999,24.0,False,False,0
False,False,False,4.5,62.0,True,False,1
False,False,False,5.4,54.0,False,False,0
False,False,False,5.400000000000002,19.0,False,False,0
False,False,False,3.8000000000000007,53.0,False,False,1
False,False,False,1.8000000000000007,52.0,False,False,0
False,False,True,7.300000000000004,18.0,False,False,0
False,False,False,1.4000000000000004,63.0,False,False,0
False,False,False,7.200000000000003,41.0,False,False,0
False,False,False,2.8000000000000007,60.0,False,False,0
False,False,False,7.600000000000001,28.0,False,False,0
False,False,False,5.399999999999999,49.0,False,False,0
False,False,False,6.800000000000001,53.0,False,False,0
False,False,False,2.1999999999999993,79.0,False,False,0
False,False,False,8.3,25.0,False,False,0
False,False,False,9.9,17.0,False,False,0
False,False,False,1.2000000000000028,69.0,False,False,0
False,False,False,6.0,45.0,False,False,0
False,False,False,7.099999999999998,40.0,False,False,0
False,True,False,7.5,36.0,False,False,0
False,False,False,10.2,14.0,False,False,0
False,False,False,5.800000000000001,34.0,False,False,1
False,False,False,3.3000000000000007,72.0,False,False,1
False,False,False,5.599999999999998,48.0,False,False,1
False,False,True,7.199999999999999,34.0,False,True,0
False,False,False,10.600000000000001,48.0,False,False,0
False,False,False,11.400000000000002,10.0,False,False,0
False,False,False,2.8999999999999986,51.0,False,False,0
False,False,False,1.8999999999999986,85.0,False,False,1
False,False,False,4.5,49.0,False,False,0
False,False,False,7.300000000000001,36.0,False,False,0
False,False,False,1.8999999999999986,96.0,False,False,1
False,False,False,9.499999999999998,31.0,False,False,1
False,False,False,8.8,71.0,False,True,1
False,False,False,3.5,77.0,False,False,1
False,False,False,0.6999999999999993,54.0,False,True,0
False,False,False,12.0,15.0,False,False,0
False,False,False,-0.5,76.0,False,False,0
False,False,False,6.699999999999999,40.0,False,False,0
False,False,False,6.699999999999999,32.0,False,False,0
False,False,False,6.799999999999997,44.0,False,False,0
False,False,False,9.2,13.0,False,False,0
False,False,False,8.899999999999999,17.0,False,False,0
False,False,False,8.499999999999998,49.0,False,False,1
False,False,False,10.8,44.0,False,False,0
False,False,False,0.6999999999999993,69.0,False,True,0
False,False,False,-0.7000000000000028,60.0,False,False,0
False,False,False,8.8,52.0,False,False,0
False,False,False,8.1,29.0,False,False,0
False,False,True,6.700000000000001,36.0,False,False,0
False,False,False,2.5999999999999996,62.0,False,False,0
False,False,False,10.0,61.0,False,False,0
False,False,False,3.8000000000000007,52.0,False,False,0
False,False,False,2.5,57.0,False,False,0
False,False,False,6.299999999999997,52.0,False,False,1
False,False,False,6.799999999999999,40.0,False,False,0
False,False,False,0.20000000000000107,93.0,False,False,1
False,False,False,2.8000000000000007,48.0,False,False,0
False,False,False,13.7,40.0,False,False,0
False,False,False,4.399999999999999,56.0,False,False,0
False,False,False,7.0,31.0,False,False,1
False,False,False,0.8000000000000007,57.0,False,False,0
False,False,False,7.0,20.0,False,False,0
False,False,False,6.300000000000001,37.0,False,False,0
False,False,False,6.699999999999999,27.0,False,False,0
False,False,False,7.800000000000001,43.0,False,False,1
False,False,False,0.3000000000000007,72.0,False,False,0
False,False,False,2.0,76.0,False,False,0
False,False,False,9.0,38.0,False,False,0
False,False,False,-2.0,90.0,False,False,1
False,False,False,10.299999999999999,40.0,False,False,0
False,False,False,5.800000000000001,39.0,False,False,0
False,False,False,9.100000000000001,10.0,False,False,0
False,False,False,3.1999999999999993,77.0,False,False,0
False,False,False,1.0999999999999979,66.0,False,False,0
False,False,False,8.3,55.0,False,False,0
False,False,False,6.0,52.0,False,False,1
False,False,False,12.299999999999997,22.0,False,False,1
False,False,False,1.3999999999999986,57.0,False,False,0
False,False,False,9.399999999999999,36.0,False,False,0
False,False,False,8.700000000000001,20.0,False,False,0
False,False,False,8.0,57.0,False,False,1
False,False,False,2.8000000000000007,71.0,False,False,0
False,False,False,0.9000000000000021,82.0,False,False,0
False,False,False,-2.5,46.0,False,False,0
False,False,False,-2.8000000000000007,82.0,False,False,1
False,False,False,1.9000000000000004,90.0,False,False,1
False,False,False,7.800000000000001,32.0,False,False,0
False,False,False,1.4000000000000004,68.0,False,False,1
False,False,False,3.900000000000002,66.0,False,False,1
False,False,False,6.300000000000001,55.0,False,False,0
False,False,False,-0.10000000000000142,92.0,False,False,1
False,False,False,10.500000000000004,10.0,False,False,0
False,False,False,0.8000000000000007,81.0,False,False,1
False,False,False,5.5,16.0,False,False,0
False,False,False,5.5,14.0,False,False,0
False,False,False,2.6999999999999993,61.0,False,False,0
False,False,False,3.8000000000000007,47.0,False,False,0
False,False,False,10.0,7.0,False,False,0
False,False,True,4.099999999999998,70.0,False,False,1
False,False,False,7.1,21.0,False,False,0
False,False,False,8.7,34.0,False,False,0
False,False,False,6.800000000000001,45.0,False,False,0
False,False,False,5.800000000000001,39.0,True,False,0
False,False,False,1.200000000000001,74.0,False,False,1
False,False,False,4.5,53.0,False,False,1
False,False,False,3.6999999999999993,61.0,False,False,0
False,False,False,4.699999999999999,36.0,False,False,0
False,False,False,4.0,27.0,False,False,0
False,False,False,10.5,21.0,False,False,0
False,False,False,3.5,85.0,False,False,1
False,False,False,0.1999999999999993,53.0,False,False,0
False,False,False,1.3000000000000007,48.0,False,False,0
False,True,False,8.600000000000001,23.0,False,False,0
False,False,False,3.1999999999999993,52.0,False,False,1
False,False,False,6.800000000000001,38.0,False,False,0
False,False,False,2.2,98.0,False,False,1
False,False,False,9.6,39.0,False,False,1
False,False,False,3.5999999999999996,39.0,False,False,0
False,False,False,2.3000000000000007,47.0,False,False,0
False,False,False,11.899999999999999,10.0,False,False,0
False,False,False,6.3999999999999995,62.0,False,False,0
False,False,False,5.699999999999999,46.0,False,False,0
False,False,False,7.299999999999999,27.0,False,False,0
False,False,False,2.6999999999999993,71.0,False,False,1
False,False,False,0.8000000000000007,55.0,False,False,0
False,False,False,4.799999999999997,51.0,False,False,0
False,False,True,9.3,29.0,False,False,0
False,False,False,3.400000000000002,57.0,False,False,0
False,False,False,8.899999999999999,24.0,False,True,0
False,False,False,7.500000000000002,65.0,False,False,1
False,False,False,7.299999999999999,48.0,False,False,1
False,False,False,2.400000000000002,51.0,False,False,0
False,False,False,1.8999999999999986,67.0,True,False,1
False,False,False,4.5,56.0,False,False,0
False,False,False,2.0,50.0,False,False,0
False,False,False,8.100000000000001,11.0,False,False,0
False,False,False,9.800000000000004,22.0,False,False,0
False,False,False,7.299999999999999,35.0,False,False,0
False,False,False,10.200000000000003,28.0,False,False,0
False,False,False,-0.8000000000000007,63.0,False,False,0
False,False,False,1.700000000000001,88.0,False,False,1
False,False,False,5.5,39.0,False,False,0
False,False,False,5.1,82.0,False,False,1
False,False,False,5.700000000000001,64.0,False,False,0
False,False,False,6.600000000000001,10.0,False,False,0
False,False,False,-1.5999999999999996,87.0,False,False,1
False,False,False,7.8,48.0,False,False,0
False,True,False,8.7,21.0,False,False,0
False,False,False,7.4,52.0,False,False,0
False,False,False,2.3999999999999986,72.0,False,False,1
True,False,False,3.1000000000000014,63.0,False,False,1
False,False,False,2.6999999999999993,58.0,False,False,0
False,False,False,0.9000000000000021,57.0,False,False,1
False,False,False,5.5,65.0,False,False,0
False,False,False,4.899999999999999,56.0,False,False,0
False,False,False,-1.7999999999999972,61.0,False,False,0
False,False,False,1.2999999999999972,67.0,False,False,0
False,False,False,9.200000000000001,29.0,False,False,1
False,False,False,7.699999999999999,68.0,False,False,0
False,False,False,7.600000000000001,28.0,False,False,0
False,False,False,7.6,25.0,False,True,0
False,False,False,7.800000000000001,47.0,False,False,0
False,False,False,5.699999999999999,40.0,False,False,0
False,False,False,6.100000000000001,18.0,False,False,0
False,False,False,1.5,74.0,False,False,1
False,False,False,9.1,37.0,False,True,1
False,False,False,8.400000000000002,62.0,False,False,0
False,False,False,10.0,12.0,False,True,0
False,False,False,0.09999999999999787,73.0,False,False,1
False,False,False,5.200000000000003,9.0,False,True,0
False,False,False,2.1000000000000014,69.0,False,False,0
False,False,False,6.099999999999998,48.0,False,False,0
False,False,False,0.5,57.0,False,True,0
False,False,False,4.699999999999999,10.0,False,False,0
False,False,False,7.900000000000002,48.0,False,False,0
False,False,False,10.799999999999997,9.0,False,False,0
False,False,False,5.899999999999999,47.0,False,False,0
False,False,False,10.200000000000001,44.0,False,False,0
False,False,False,0.5999999999999996,62.0,False,False,0
False,False,False,8.900000000000002,4.0,False,False,0
False,False,False,7.0,16.0,False,False,0
False,False,False,5.700000000000001,43.0,False,False,0
False,False,True,13.0,22.0,False,False,0
False,False,False,0.09999999999999964,92.0,False,False,1
False,False,False,2.3000000000000007,83.0,False,False,1
False,False,True,6.300000000000001,42.0,False,False,0
False,False,False,4.700000000000003,9.0,False,True,0
False,False,False,0.8000000000000007,64.0,False,False,0
False,False,False,4.099999999999998,35.0,False,False,0
False,False,False,11.8,49.0,False,False,0
False,False,False,5.600000000000001,37.0,False,False,0
